domain,left,right,left_total,right_total,left_share,right_share
Draftbernie.org,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
dranthonynapoleon.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
drawnoutdad.bigcartel.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
dreamlifetechnology.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
dredscottlives.org,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
drive.google.com,11.0,3.0,334894,260132,3.2846214025930595e-5,1.1532606522842249e-5
dropbox.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
drsusanna.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
drudgereport.com,0.0,72.0,334894,260132,0.0,2.76782556548214e-4
drumpfshit360.com,1.0,142.0,334894,260132,2.986019456902781e-6,5.458767087478664e-4
dst.at,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
dub.io,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
dw.com,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
e138studios.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
eagleforum.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
eaglerising.com,1.0,1.0,334894,260132,2.986019456902781e-6,3.84420217428075e-6
eagnews.org,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
earlier.now,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
earthjustice.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
earthoceanskyredux.files.wordpress.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
east-west-dichotomy.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
eastbaytimes.com,45.0,0.0,334894,260132,1.3437087556062514e-4,0.0
easyhack.de,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
eatprayvote.org,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
ebay.com,8.0,2.0,334894,260132,2.3888155655222248e-5,7.6884043485615e-6
ebay.to,2.0,8.0,334894,260132,5.972038913805562e-6,3.0753617394246e-5
ebony.com,28.0,0.0,334894,260132,8.360854479327788e-5,0.0
EBONY.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
economiccrisisreport.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
economist.com,1.0,1.0,334894,260132,2.986019456902781e-6,3.84420217428075e-6
ecorazzi.com,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
ecowatch.com,12.0,1.0,334894,260132,3.5832233482833374e-5,3.84420217428075e-6
edf.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
edge.ca,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
edition.cnn.com,19.0,2.0,334894,260132,5.673436968115284e-5,7.6884043485615e-6
edmontonquotient.com,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
educate-yourself.org,0.0,6.0,334894,260132,0.0,2.3065213045684498e-5
ee61973b-fe3d-11e6-9d7a-14feb5da1938.godaddysites.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
eenews.net,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
eepurl.com,7.0,0.0,334894,260132,2.090213619831947e-5,0.0
efp.org.uk,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
eheadlines.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
eingeschenkt.tv,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
electionado.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
electjon.com,11.0,0.0,334894,260132,3.2846214025930595e-5,0.0
electricliterature.com,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
electronicintifada.net,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
elephrame.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
elevatedarchive.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
ellemag.co,6.0,0.0,334894,260132,1.7916116741416687e-5,0.0
embeds.audioboom.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
emedicinehealth.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
emptywheel.net,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
en-volve.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
en.m.wikipedia.org,3.0,15.0,334894,260132,8.958058370708343e-6,5.7663032614211245e-5
en.newsner.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
en.rightpedia.info,0.0,6.0,334894,260132,0.0,2.3065213045684498e-5
en.wikipedia.org,8.0,27.0,334894,260132,2.3888155655222248e-5,1.0379345870558025e-4
encrypted-tbn0.gstatic.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
encrypted-tbn2.gstatic.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
end-times-prophecy.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
endrtimes.blogspot.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
enerficiency.wordpress.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
energizedamerica.wordpress.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
engadget.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
enigmachannel.wordpress.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
enterprisenews.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
entropeink.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
envisioningtheamericandream.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
epi.is,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
epochtimes.de,0.0,7.0,334894,260132,0.0,2.690941521996525e-5
ericallenbell.com,0.0,241.0,334894,260132,0.0,9.264527240016607e-4
espnfc.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
espnfc.us,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
espresso.economist.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
esquire.com,12.0,2.0,334894,260132,3.5832233482833374e-5,7.6884043485615e-6
essence.com,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
essexnewsdaily.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
EternalAffairsMedia.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
etsy.com,47.0,1.0,334894,260132,1.4034291447443073e-4,3.84420217428075e-6
etsy.me,15.0,3.0,334894,260132,4.479029185354172e-5,1.1532606522842249e-5
euobserver.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
euractiv.sk,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
eurasiareview.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
europeanknightsproject.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
eurweb.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
eutimes.net,0.0,5.0,334894,260132,0.0,1.922101087140375e-5
eventbrite.com,4.0,1.0,334894,260132,1.1944077827611124e-5,3.84420217428075e-6
everitas.univmiami.net,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
EVERY.SINGLE.DAY,7.0,0.0,334894,260132,2.090213619831947e-5,0.0
every2min.com,96.0,0.0,334894,260132,2.86657867862667e-4,0.0
everydayfeminism.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
evidence.You,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
evolvepolitics.com,0.0,174.0,334894,260132,0.0,6.688911783248505e-4
EvolvePolitics.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
ew.com,6.0,1.0,334894,260132,1.7916116741416687e-5,3.84420217428075e-6
exceldryer.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
exjournalistsunite.wordpress.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
express.co.uk,1.0,12.0,334894,260132,2.986019456902781e-6,4.6130426091368996e-5
extranewsfeed.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
extrazoom.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
eyenewsentertainment.com,0.0,300.0,334894,260132,0.0,0.001153260652284225
eyesforlies.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
f24.my,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
facebook.com,243.0,135.0,334894,260132,7.256027280273758e-4,5.189672935279013e-4
factcheck.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
factsarestubbornthings.us,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
fair.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
faireconomy.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
faith.flights,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
fakenewstimes.com,0.0,9.0,334894,260132,0.0,3.459781956852675e-5
fakepresidentnews.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
falladaproject.org,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
familywatchdog.us,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
fandomania.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
fas.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
fastcoexist.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
fauquier.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
fawkes-news.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
faxzero.com,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
faz.net,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
fb.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
fb.me,782.0,525.0,334894,260132,0.002335067215297975,0.0020182061414973935
fbi.gov,4.0,6.0,334894,260132,1.1944077827611124e-5,2.3065213045684498e-5
fboLoud.com,0.0,6.0,334894,260132,0.0,2.3065213045684498e-5
fcnl.org,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
fdesouche.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
fdik.org,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
federicovitaleblog.wordpress.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
fee.org,6.0,0.0,334894,260132,1.7916116741416687e-5,0.0
feedmykitty.wordpress.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
feedproxy.google.com,0.0,17.0,334894,260132,0.0,6.535143696277275e-5
fellowshipoftheminds.com,0.0,37.0,334894,260132,0.0,1.4223548044838775e-4
fencehooks.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
fergusonresponse.tumblr.com,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
fightthenewdrug.org,0.0,5.0,334894,260132,0.0,1.922101087140375e-5
fightwhitegenocide.com,0.0,6.0,334894,260132,0.0,2.3065213045684498e-5
file.wikileaks.org,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
Filmsa.ga,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
filmsforaction.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
finance.yahoo.com,10.0,1.0,334894,260132,2.9860194569027812e-5,3.84420217428075e-6
financialpost.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
fincen.gov,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
fionabarnett.org,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
fireandreamitchell.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
firstamendmentco.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
firstcoastnews.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
firstliberty.org,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
fisc.uscourts.gov,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
fivethirtyeight.com,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
fjc.gov,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
Fl.Vet,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
Flag-Works.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
flameengineering.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
flatoutunconstitutional.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
flexsystems.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
flic.kr,1.0,1.0,334894,260132,2.986019456902781e-6,3.84420217428075e-6
flickr.com,4.0,1.0,334894,260132,1.1944077827611124e-5,3.84420217428075e-6
flip.it,29.0,3.0,334894,260132,8.659456425018066e-5,1.1532606522842249e-5
flipfold.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
flippable.org,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
florida-mosques.beforeitsnews.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
flsenate.gov,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
fluscam.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
flyheight.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
fmsc.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
fmshooter.com,0.0,26.0,334894,260132,0.0,9.99492565312995e-5
fncaringsociety.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
focus.de,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
foia.state.gov,0.0,20.0,334894,260132,0.0,7.6884043485615e-5
fondationtrudeau.ca,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
food.good.is,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
foodnetwork.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
footmate.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
for.tn,1.0,2.0,334894,260132,2.986019456902781e-6,7.6884043485615e-6
forbes.com,26.0,11.0,334894,260132,7.76365058794723e-5,4.228622391708825e-5
forbiddenknowledgetv.net,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
fordfoundation.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
foreignpolicy.com,30.0,0.0,334894,260132,8.958058370708343e-5,0.0
fort-russ.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
fortune.com,16.0,3.0,334894,260132,4.7776311310444496e-5,1.1532606522842249e-5
forward.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
forwardprogressives.com,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
foundryumc.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
fox10phoenix.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
fox13now.com,1.0,70.0,334894,260132,2.986019456902781e-6,2.690941521996525e-4
fox17online.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
fox19.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
fox25boston.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
fox2detroit.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
fox2now.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
fox40.com,0.0,66.0,334894,260132,0.0,2.5371734350252946e-4
fox4now.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
fox5atlanta.com,1.0,7.0,334894,260132,2.986019456902781e-6,2.690941521996525e-5
fox5sandiego.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
fox6now.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
fox8live.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
foxbusiness.com,0.0,9.0,334894,260132,0.0,3.459781956852675e-5
foxla.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
foxnews.com,20.0,213.0,334894,260132,5.9720389138055625e-5,8.188150631217998e-4
foxsports.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
frameusa.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
franken.senate.gov,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
frantzformayor.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
frc.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
freakoutnation.com,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
fredericacade.wordpress.com,15.0,0.0,334894,260132,4.479029185354172e-5,0.0
freebeacon.com,6.0,33.0,334894,260132,1.7916116741416687e-5,1.2685867175126473e-4
freedomdaily.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
freedomoutpost.com,0.0,65.0,334894,260132,0.0,2.4987314132824876e-4
freedomsback.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
freedomsfinalstand.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
freemarketcentral.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
freemasonrywatch.org,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
freep.com,3.0,4.0,334894,260132,8.958058370708343e-6,1.5376808697123e-5
freeraven.net,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
freerepublic.com,0.0,57.0,334894,260132,0.0,2.1911952393400272e-4
freespeechtwentyfirstcentury.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
freethehampstead2.com,0.0,17.0,334894,260132,0.0,6.535143696277275e-5
freiheit.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
frohmedporche.blogspot.com,4.0,1.0,334894,260132,1.1944077827611124e-5,3.84420217428075e-6
from-pizzagate.beforeitsnews.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
frontpagemag.com,0.0,16.0,334894,260132,0.0,6.1507234788492e-5
fsco.freespirits.info,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
ft.com,14.0,0.0,334894,260132,4.180427239663894e-5,0.0
ftgf-seattle.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
ftpbtp13.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
fulcrumnews.com,0.0,6.0,334894,260132,0.0,2.3065213045684498e-5
furmancenter.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
fury.news,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
fus.in,62.0,0.0,334894,260132,1.8513320632797243e-4,0.0
fusion.net,16.0,1.0,334894,260132,4.7776311310444496e-5,3.84420217428075e-6
futurism.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
fviral.com,0.0,5.0,334894,260132,0.0,1.922101087140375e-5
fw.to,45.0,34.0,334894,260132,1.3437087556062514e-4,1.307028739255455e-4
fwwat.ch,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
fxn.ws,5.0,187.0,334894,260132,1.4930097284513906e-5,7.188658065905002e-4
g.co,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
gab.ai,3.0,617.0,334894,260132,8.958058370708343e-6,0.0023718727415312224
Gab.ai,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
gainesville.com,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
galacticconnection.com,0.0,14.0,334894,260132,0.0,5.38188304399305e-5
gallup.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
galtreport.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
garnerbarro.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
garyforbes.wixsite.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
gatesofvienna.net,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
gatestone.eu,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
gatestoneinstitute.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
gaysfortrump.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
gazettextra.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
gcbl.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
gems-girls.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
genocidewatch.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
genxmedia.wordpress.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
geo.coop,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
geohashtrend.com?cc=AT,0.0,20.0,334894,260132,0.0,7.6884043485615e-5
geohashtrend.com?cc=IL,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
geomac.gov,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
geopolitics.co,0.0,12.0,334894,260132,0.0,4.6130426091368996e-5
getitgotitgood2.tumblr.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
gettyimages.ca,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
gettyimages.es,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
gfntv.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
gfycat.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
ghionjournal.com,1.0,1.0,334894,260132,2.986019456902781e-6,3.84420217428075e-6
ghostbin.com,1.0,1.0,334894,260132,2.986019456902781e-6,3.84420217428075e-6
Ginahumber.com,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
gingrichproductions.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
giphy.com,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
girlsjustwannahaveguns.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
gizmodo.com,2.0,29.0,334894,260132,5.972038913805562e-6,1.1148186305414174e-4
glaad.nationbuilder.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
glamour.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
glaringhypocrisy.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
glblctzn.me,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
globalguerrillas.typepad.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
globalissues.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
globalnews.ca,6.0,3.0,334894,260132,1.7916116741416687e-5,1.1532606522842249e-5
globalnews7.wordpress.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
globalprogressivehub.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
globalresearch.ca,1.0,22.0,334894,260132,2.986019456902781e-6,8.45724478341765e-5
globaltab.net,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
gloriouspublication.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
gma.yahoo.com,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
go.electjon.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
go.newsfusion.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
go.peoplepower.org,6.0,0.0,334894,260132,1.7916116741416687e-5,0.0
go.shr.lc,65.0,22.0,334894,260132,1.9409126469868078e-4,8.45724478341765e-5
go90.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
gocomics.com,7.0,1.0,334894,260132,2.090213619831947e-5,3.84420217428075e-6
Gocomics.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
godislonely.com,0.0,27.0,334894,260132,0.0,1.0379345870558025e-4
godlikeproductions.com,0.0,77.0,334894,260132,0.0,2.960035674196177e-4
GODS2.COM,0.0,8.0,334894,260132,0.0,3.0753617394246e-5
goerie.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
gofund.me,2.0,1.0,334894,260132,5.972038913805562e-6,3.84420217428075e-6
gofundme.com,8.0,15.0,334894,260132,2.3888155655222248e-5,5.7663032614211245e-5
Gofundme.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
goldtrench.pcriot.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
goo.gl,891.0,335.0,334894,260132,0.002660543336100378,0.0012878077283840512
good.is,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
goodmenproject.com,4.0,1.0,334894,260132,1.1944077827611124e-5,3.84420217428075e-6
goodnewsnetwork.org,10.0,1.0,334894,260132,2.9860194569027812e-5,3.84420217428075e-6
goodreads.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
goods.You,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
google.be,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
google.ca,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
google.co.nz,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
google.co.uk,4.0,2.0,334894,260132,1.1944077827611124e-5,7.6884043485615e-6
google.co.ve,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
google.com,197.0,301.0,334894,260132,5.882458330098479e-4,0.0011571048544585056
google.com.mx,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
google.de,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
google.ie,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
google.pl,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
goop.com,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
gop.cm,0.0,50.0,334894,260132,0.0,1.9221010871403748e-4
gopocalypse.org,2.0,1.0,334894,260132,5.972038913805562e-6,3.84420217428075e-6
gopusa.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
gothamist.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
goto.gg,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
governorofalabama.com,0.0,12.0,334894,260132,0.0,4.6130426091368996e-5
govtslaves.info,0.0,10.0,334894,260132,0.0,3.84420217428075e-5
gph.is,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
gq.com,23.0,0.0,334894,260132,6.867844750876397e-5,0.0
grabyourwallet.org,65.0,0.0,334894,260132,1.9409126469868078e-4,0.0
grandforksherald.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
grantjkidney.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
graphiq.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
grassley.senate.gov,0.0,5.0,334894,260132,0.0,1.922101087140375e-5
GratisKeiz4Free.com,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
grbwomensinitiative.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
greatyet.us,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
greece.greekreporter.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
greenlining.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
grizzom.blogspot.com.ar,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
grizzom.blogspot.de,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
grizzom.blogspot.se,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
groups.google.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
grrrgraphics.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
grunge.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
gsps.ca,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
gtrpweb.com,0.0,6.0,334894,260132,0.0,2.3065213045684498e-5
gu.com,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
guernicamag.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
guerzonmills.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
gulagbound.com,0.0,8.0,334894,260132,0.0,3.0753617394246e-5
gunngraphics.biz,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
gyazo.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
hackin.org,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
hamburgersnheroin.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
hampsteadcoverup.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
hangthebankers.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
hannity.com,1.0,19.0,334894,260132,2.986019456902781e-6,7.303984131133424e-5
happyresistance.com,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
harp.rs,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
harriet-tubman.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
harvardmagazine.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
