domain,left,right,left_total,right_total,left_share,right_share
m3m.cc,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
m4bl.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
macleans.ca,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
madeintheusa.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
madison365.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
madisonscpc.net,0.0,13.0,334894,260132,0.0,4.997462826564975e-5
madworldnews.com,1.0,6.0,334894,260132,2.986019456902781e-6,2.3065213045684498e-5
maewestside.tumblr.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
mag.dronesx.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
MAGA.Media,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
magamarch.org,0.0,10.0,334894,260132,0.0,3.84420217428075e-5
mainerepublicemailalert.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
mainstreammediaexposed.com,0.0,26.0,334894,260132,0.0,9.99492565312995e-5
mainstreetpatriots.us,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
mairing.com,1.0,1.0,334894,260132,2.986019456902781e-6,3.84420217428075e-6
makeimpeachmentgreatagain.biz,8.0,0.0,334894,260132,2.3888155655222248e-5,0.0
makingofthepresident.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
mansethaber.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
map.peoplepower.org,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
mapi.huffpost.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
maplight.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
march.You,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
march4trump.com,0.0,29.0,334894,260132,0.0,1.1148186305414174e-4
March4Trump.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
march4trump.org,0.0,107.0,334894,260132,0.0,4.1132963264804023e-4
MARCH4trump.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
marchforscience.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
marcwinger.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
marieclaire.com,18.0,0.0,334894,260132,5.374835022425006e-5,0.0
marketwatch.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
marxists.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
maryengelbreit.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
mashable.com,22.0,3.0,334894,260132,6.569242805186119e-5,1.1532606522842249e-5
masshist.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
masslive.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
mathenydebra.wordpress.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
matrixbob.wordpress.com,0.0,27.0,334894,260132,0.0,1.0379345870558025e-4
mayoclinic.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
mbird.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
mccaininstitute.org,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
mcclatchydc.com,3.0,3.0,334894,260132,8.958058370708343e-6,1.1532606522842249e-5
mccluretables.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
mcsweeneys.net,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
mediacircus.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
mediafire.com,1.0,16.0,334894,260132,2.986019456902781e-6,6.1507234788492e-5
mediaite.com,10.0,42.0,334894,260132,2.9860194569027812e-5,1.614564913197915e-4
mediamatters.org,3.0,1.0,334894,260132,8.958058370708343e-6,3.84420217428075e-6
medicalkidnap.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
medium.com,87.0,160.0,334894,260132,2.5978369275054197e-4,6.1507234788492e-4
meetu.ps,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
meetup.com,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
meforum.org,0.0,5.0,334894,260132,0.0,1.922101087140375e-5
megalegit.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
meganews360.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
melaniastimeline.blogspot.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
melanieshawjustice.blogspot.co.uk,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
melanin.university,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
memorydaycalendar.blogspot.com,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
mensjournal.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
menssuitseparates.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
Mercola.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
mercurynews.com,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
mermelstein4judge.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
merryjane.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
metro.co.uk,1.0,15.0,334894,260132,2.986019456902781e-6,5.7663032614211245e-5
metronews.ca,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
metrotimes.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
mexiconewsdaily.com,0.0,52.0,334894,260132,0.0,1.99898513062599e-4
mg.co.za,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
mgafrica.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
mhpgrills.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
miami.cbslocal.com,1.0,25.0,334894,260132,2.986019456902781e-6,9.610505435701874e-5
miamiherald.com,7.0,25.0,334894,260132,2.090213619831947e-5,9.610505435701874e-5
miaminewtimes.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
mic.com,42.0,4.0,334894,260132,1.2541281718991682e-4,1.5376808697123e-5
Mic.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
michellemalkin.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
michronicleonline.com,17.0,0.0,334894,260132,5.076233076734728e-5,0.0
microaggressionstories.tumblr.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
middleeastmonitor.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
miles.app.link,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
military.com,7.0,0.0,334894,260132,2.090213619831947e-5,0.0
militarydater.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
milkcratesdirect.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
milo.yiannopoulos.net,0.0,29.0,334894,260132,0.0,1.1148186305414174e-4
milwaukeenns.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
mindprod.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
minds.com,1.0,1.0,334894,260132,2.986019456902781e-6,3.84420217428075e-6
mindy-fischer-writer.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
minettareview.submittable.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
minettareview.wordpress.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
minnpost.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
mintpressnews.com,4.0,4.0,334894,260132,1.1944077827611124e-5,1.5376808697123e-5
mirror.co.uk,1.0,43.0,334894,260132,2.986019456902781e-6,1.6530069349407223e-4
missingkids.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
missingpersonsofamerica.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
mississippitoday.org,0.0,13.0,334894,260132,0.0,4.997462826564975e-5
missoulian.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
misterlandscaper.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
mixcloud.com,1.0,20.0,334894,260132,2.986019456902781e-6,7.6884043485615e-5
mlive.com,6.0,1.0,334894,260132,1.7916116741416687e-5,3.84420217428075e-6
mm4a.org,9.0,1.0,334894,260132,2.687417511212503e-5,3.84420217428075e-6
mn.gov,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
mobil.derstandard.at,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
mobile.nytimes.com,585.0,24.0,334894,260132,0.001746821382288127,9.226085218273799e-5
mobile.reuters.com,32.0,4.0,334894,260132,9.555262262088899e-5,1.5376808697123e-5
mobile.twitter.com,131.0,7.0,334894,260132,3.9116854885426434e-4,2.690941521996525e-5
mobile.wnd.com,2.0,11.0,334894,260132,5.972038913805562e-6,4.228622391708825e-5
moby.to,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
mojo.ly,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
mollyjossoutloud.wordpress.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
mommaskitchennj.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
monarchprogramming.wordpress.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
monbiot.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
money.cnn.com,50.0,3.0,334894,260132,1.4930097284513905e-4,1.1532606522842249e-5
montgomeryadvertiser.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
moonbattery.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
morehouse.edu,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
morningjournal.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
morningstaronline.co.uk,9.0,0.0,334894,260132,2.687417511212503e-5,0.0
mostdamagingwikileaks.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
motherboard.vice.com,1.0,19.0,334894,260132,2.986019456902781e-6,7.303984131133424e-5
motherjones.com,19.0,1.0,334894,260132,5.673436968115284e-5,3.84420217428075e-6
motto.time.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
MoveOn.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
mprnews.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
mrctv.org,0.0,155.0,334894,260132,0.0,5.958513370135163e-4
mrsdkrebs.edublogs.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
msn.com,14.0,7.0,334894,260132,4.180427239663894e-5,2.690941521996525e-5
msnbc.com,170.0,10.0,334894,260132,5.076233076734728e-4,3.84420217428075e-5
MSNBC.com,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
muckety.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
muckrack.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
muckrock.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
muslimmatters.org,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
muslimstatistics.wordpress.com,0.0,6.0,334894,260132,0.0,2.3065213045684498e-5
must-watch.beforeitsnews.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
myhighplains.com,0.0,12.0,334894,260132,0.0,4.6130426091368996e-5
mynews13.com,1.0,4.0,334894,260132,2.986019456902781e-6,1.5376808697123e-5
mypalmbeachpost.com,1.0,1.0,334894,260132,2.986019456902781e-6,3.84420217428075e-6
mystatesman.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
mytweetmark.com,7.0,0.0,334894,260132,2.090213619831947e-5,0.0
myunion.utsnyc.edu,8.0,0.0,334894,260132,2.3888155655222248e-5,0.0
MyUrbanAccess.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
n-tv.de,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
n.pr,54.0,7.0,334894,260132,1.612450506727502e-4,2.690941521996525e-5
n8waechter.info,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
naacp.org,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
nabrpseattle.wordpress.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
nacla.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
nakedgirlzblog.info,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
naptowndontsleep.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
narcissismdocumentary.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
narcissistdonaldtrump.blogspot.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
nareb.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
narf.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
narrative-collapse.com,8.0,669.0,334894,260132,2.3888155655222248e-5,0.0025717712545938218
nasdaq.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
nashvillescene.com,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
nation.foxnews.com,2.0,12.0,334894,260132,5.972038913805562e-6,4.6130426091368996e-5
nationaldaycalendar.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
nationaleconomicseditorial.com,0.0,6.0,334894,260132,0.0,2.3065213045684498e-5
nationalfairhousing.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
nationalinterest.org,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
nationalmemo.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
nationalreview.com,2.0,27.0,334894,260132,5.972038913805562e-6,1.0379345870558025e-4
nationalvanguard.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
nationonenews.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
natl.re,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
natlawreview.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
naturalnews.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
NaturalNews.com,3.0,1.0,334894,260132,8.958058370708343e-6,3.84420217428075e-6
naturalon.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
naturalsociety.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
naughteeismaxim.blogspot.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
nbc-2.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
nbc.com,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
nbc15.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
nbc4i.com,0.0,17.0,334894,260132,0.0,6.535143696277275e-5
nbcchicago.com,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
nbclosangeles.com,8.0,0.0,334894,260132,2.3888155655222248e-5,0.0
nbcnews-com.newsvine.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
nbcnews.com,37.0,7.0,334894,260132,1.104827199054029e-4,2.690941521996525e-5
nbcnews.to,72.0,17.0,334894,260132,2.1499340089700024e-4,6.535143696277275e-5
nbcnewyork.com,1.0,2.0,334894,260132,2.986019456902781e-6,7.6884043485615e-6
nbcphiladelphia.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
nbcsandiego.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
nbcwashington.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
ncjrs.gov,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
ncleg.net,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
necn.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
neilacarousso.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
nejm.org,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
neonnettle.com,0.0,213.0,334894,260132,0.0,8.188150631217998e-4
neotech-your-future.blogspot.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
netargv.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
netflix.com,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
neulandrebellen.de,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
neurodiversity.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
nevadaforward.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
nevahblackdown.com,6.0,0.0,334894,260132,1.7916116741416687e-5,0.0
newblackmaninexile.net,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
newcenturytimes.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
newnationalist.net,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
newobserveronline.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
newpol.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
newportri.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
newrepublic.com,5.0,1.0,334894,260132,1.4930097284513906e-5,3.84420217428075e-6
news.at,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
news.com.au,10.0,7.0,334894,260132,2.9860194569027812e-5,2.690941521996525e-5
news.fastcompany.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
news.google.com,18.0,0.0,334894,260132,5.374835022425006e-5,0.0
news.grabien.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
news.groopspeak.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
news.investors.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
news.ladbrokes.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
news.magasupporters.us,0.0,39.0,334894,260132,0.0,1.4992388479694924e-4
news.miami.edu,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
news.nationalgeographic.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
news.nationalpost.com,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
news.sky.com,524.0,4.0,334894,260132,0.0015646741954170574,1.5376808697123e-5
news.streetroots.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
news.teapartyarmy.com,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
news.utexas.edu,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
news.valubit.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
news.vanderbilt.edu,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
news.vice.com,7.0,0.0,334894,260132,2.090213619831947e-5,0.0
news24.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
news360.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
news4jax.com,4.0,15.0,334894,260132,1.1944077827611124e-5,5.7663032614211245e-5
news4sanantonio.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
newsbud.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
newsbusters.org,0.0,19.0,334894,260132,0.0,7.303984131133424e-5
newscdn.newsrep.net,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
newsdaily24.ml,0.0,15.0,334894,260132,0.0,5.7663032614211245e-5
newser.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
newsfortvmajors.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
newsherald.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
newshornet.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
newsinsideout.com,0.0,8.0,334894,260132,0.0,3.0753617394246e-5
newsleaks.co,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
newslogue.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
newsmax.com,2.0,5.0,334894,260132,5.972038913805562e-6,1.922101087140375e-5
newsobserver.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
newsone.com,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
newspatriot.net,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
newstalk1130.iheart.com,6.0,0.0,334894,260132,1.7916116741416687e-5,0.0
newstarget.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
newstheguartian.tk,0.0,92.0,334894,260132,0.0,3.53666600033829e-4
newsthump.com,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
NewsUnitedStates.co.vu,0.0,223.0,334894,260132,0.0,8.572570848646073e-4
newsweek.com,31.0,1.0,334894,260132,9.256660316398621e-5,3.84420217428075e-6
newswithviews.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
NewsXooM.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
newsy.com,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
newyorker.com,119.0,2.0,334894,260132,3.5533631537143094e-4,7.6884043485615e-6
nextgov.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
nextnewsnetwork.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
nextshark.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
niacaction.org,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
nicholaswilson.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
niemanlab.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
nilsholmquist.blogspot.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
nimh.nih.gov,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
niume.com,0.0,11.0,334894,260132,0.0,4.228622391708825e-5
nj.com,15.0,19.0,334894,260132,4.479029185354172e-5,7.303984131133424e-5
nolavie.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
nomorefakenews.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
NoMoreFakeNews.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
nonprofitquarterly.org,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
norcal.cpusa.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
northcrane.com,1.0,100.0,334894,260132,2.986019456902781e-6,3.8442021742807496e-4
northwestfront.org,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
not-up-for-grabs.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
notforhiremedia.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
notifyr.link,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
novella2000.it,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
npr.org,45.0,7.0,334894,260132,1.3437087556062514e-4,2.690941521996525e-5
npr.tumblr.com,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
nrdc.org,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
nrgiseternal.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
nsarchive.files.wordpress.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
nstarzone.com,0.0,8.0,334894,260132,0.0,3.0753617394246e-5
nu.nl,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
NuAngel.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
nuktanazar.sujag.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
numbersusa.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
nwk.ee,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
nworeport.me,0.0,7.0,334894,260132,0.0,2.690941521996525e-5
nwsdy.li,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
nybooks.com,9.0,0.0,334894,260132,2.687417511212503e-5,0.0
nydailynews.com,94.0,8.0,334894,260132,2.8068582894886146e-4,3.0753617394246e-5
nydn.us,51.0,10.0,334894,260132,1.5228699230204184e-4,3.84420217428075e-5
nym.ag,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
nymag.com,124.0,12.0,334894,260132,3.7026641265594485e-4,4.6130426091368996e-5
nyp.st,6.0,61.0,334894,260132,1.7916116741416687e-5,2.3449633263112574e-4
nypost-com.cdn.ampproject.org,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
nypost.com,25.0,90.0,334894,260132,7.465048642256953e-5,3.4597819568526746e-4
nyti.ms,763.0,53.0,334894,260132,0.002278332845616822,2.0374271523687973e-4
nytimes.com,323.0,34.0,334894,260132,9.644842845795983e-4,1.307028739255455e-4
NYTimes.com,6.0,0.0,334894,260132,1.7916116741416687e-5,0.0
nytlive.nytimes.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
NYXT.nyc,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
nzh.tw,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
nzzl.us,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
o.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
oann.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
oathkeepers.org,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
obamawhitehouse.archives.gov,10.0,0.0,334894,260132,2.9860194569027812e-5,0.0
observer.com,7.0,3.0,334894,260132,2.090213619831947e-5,1.1532606522842249e-5
observers.france24.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
occidentaldissent.com,1.0,17.0,334894,260132,2.986019456902781e-6,6.535143696277275e-5
occultinvestigations.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
occupydemocrats.com,94.0,5.0,334894,260132,2.8068582894886146e-4,1.922101087140375e-5
occupythebanks.com,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
occuworld.org,3.0,51.0,334894,260132,8.958058370708343e-6,1.9605431088831824e-4
ocweekly.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
odandi.blogspot.com,15.0,0.0,334894,260132,4.479029185354172e-5,0.0
odinist.org,0.0,4.0,334894,260132,0.0,1.5376808697123e-5
odr.dc.gov,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
ofa.us,0.0,5.0,334894,260132,0.0,1.922101087140375e-5
offthekuff.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
okayafrica.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
okayplayer.com,4.0,0.0,334894,260132,1.1944077827611124e-5,0.0
omaha.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
on-ajc.com,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
on-ydr.co,0.0,3.0,334894,260132,0.0,1.1532606522842249e-5
on.cc.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
on.cpsj.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
on.dnj.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
on.freep.com,5.0,0.0,334894,260132,1.4930097284513906e-5,0.0
on.ft.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
on.mktw.net,2.0,2.0,334894,260132,5.972038913805562e-6,7.6884043485615e-6
on.msnbc.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
on.mtv.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
on.nrdc.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
on.rt.com,2.0,4.0,334894,260132,5.972038913805562e-6,1.5376808697123e-5
on.thegrio.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
on.wsj.com,12.0,0.0,334894,260132,3.5832233482833374e-5,0.0
one.npr.org,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
onegreenplanet.org,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
onehope2016.wordpress.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
onenote.com,0.0,19.0,334894,260132,0.0,7.303984131133424e-5
oneunited.com,2.0,0.0,334894,260132,5.972038913805562e-6,0.0
onewi.org,3.0,0.0,334894,260132,8.958058370708343e-6,0.0
ontario.ca,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
oopsitalkedpolitics.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
opednews.com,23.0,0.0,334894,260132,6.867844750876397e-5,0.0
open.spotify.com,14.0,0.0,334894,260132,4.180427239663894e-5,0.0
openandfairskies.com,0.0,358.0,334894,260132,0.0,0.0013762243783925084
opencorporates.com,0.0,52.0,334894,260132,0.0,1.99898513062599e-4
operationdisclosure.blogspot.com,0.0,2.0,334894,260132,0.0,7.6884043485615e-6
opnlttr.com,0.0,1.0,334894,260132,0.0,3.84420217428075e-6
oppositionreport.com,1.0,0.0,334894,260132,2.986019456902781e-6,0.0
oprah.com,0.0,44.0,334894,260132,0.0,1.69144895668353e-4
oregonlive.com,3.0,2.0,334894,260132,8.958058370708343e-6,7.6884043485615e-6
